category,title,published,author and source,content,excerpt,read more text,read more link
Article,Swanson making new contacts at Newcastle,"December 12, 2011","By Alby Gallun, Crain's Chicago Business","Alby Gallun talks with Kent Swanson for Crain's weekly spotlight.  Hear about his new role as Newcastle Limited's CFO, his vitals, track record and more.","Alby Gallun talks with Kent Swanson for Crain's weekly spotlight.  Hear about his new role as Newcastle Limited's CFO, his vitals, track record and more.",,
Article,Newcastle Acquires Retail Space at 6 N. Michigan Avenue,"November 29, 2011",By GlobeSt.com,"Newcastle Ltd. of Chicago has acquired a retail space measuring 7,100 square feet at the base of 6 N. Michigan Ave. for $10.1 million. The retail space, which is located across from Millennium Park, is 100% leased to tenants including a Starbucks and a Panera Bread Co. restaurant.","Newcastle Ltd. of Chicago has acquired a retail space measuring 7,100 square feet at the base of 6 N. Michigan Ave. for $10.1 million. The retail space, which is located across from Millennium Park, is 100% leased to tenants including a Starbucks and a Panera Bread Co. restaurant.",,
Article,Newcastle buys Michigan Avenue retail space,"November 28, 2011",By ChicagoRealEstateDaily.com Powered by Crain's Chicago Business,"Newcastle Ltd. said it paid $10.1 million for 7,100 square feet of retail space at the base of a condominium building 6 N. Michigan Ave. The retail space is 100% leased, including a Starbucks that opened in September and a Panera Bread Co. restaurant set to open in December. Chicago-based Newcastle, which invests in urban apartments and retail properties, paid all cash for the space. Sitting across from Millennium Park, the building was built in the 1890s as headquarters for retailer Montgomery Ward &amp; Co., and its previous owners had sought to convert it into condos. The seller was U.S. Bank N.A., which took over the failed lender on the property, FBOP Corp. subsidiary Park National Bank. That bank took back the property from an ownership group whose principals were indicted on federal fraud charges related to loans on it.","Newcastle Ltd. said it paid $10.1 million for 7,100 square feet of retail space at the base of a condominium building 6 N. Michigan Ave. The retail space is 100% leased, including a Starbucks that opened in September and a Panera Bread Co. restaurant set to open in December. Chicago-based Newcastle, which invests in urban apartments and retail properties, paid all cash for the space. Sitting across from Millennium Park, the building was built in the 1890s as headquarters for retailer Montgomery Ward &amp; Co., and its previous owners had sought to convert it into condos. The seller was U.S. Bank N.A., which took over the failed lender on the property, FBOP Corp. subsidiary Park National Bank. That bank took back the property from an ownership group whose principals were indicted on federal fraud charges related to loans on it.",,
Article,On The Move,"November 16, 2011","By David Roeder, Chicago Sun-Times","Newcastle Ltd., a Chicago-based real estate investment firm that specializes in apartments and retail properties, hired Kent Swanson, 51, as its chief financial officer. Swanson comes to Newcastle from the John Buck Co., where he most recently was chief financial officer.","Newcastle Ltd., a Chicago-based real estate investment firm that specializes in apartments and retail properties, hired Kent Swanson, 51, as its chief financial officer. Swanson comes to Newcastle from the John Buck Co., where he most recently was chief financial officer.",,
Article,"Kent Swanson, chief financial officer, Newcastle Ltd.","November 15, 2011",By Chicago Tribune,"Kent Swanson has joined Newcaslte Ltd. as chief financial officer, effective this month.  Swanson will be responsible for investor and lender relationships, overseeing the firm's debt and equity captial and driving growth and expansion of the investment portfolio of Newcastle, a Chicago-based real estate advisory and investment firm.","Kent Swanson has joined Newcaslte Ltd. as chief financial officer, effective this month.  Swanson will be responsible for investor and lender relationships, overseeing the firm's debt and equity captial and driving growth and expansion of the investment portfolio of Newcastle, a Chicago-based real estate advisory and investment firm.",,
Article,Newcastle Acquires 29-Unit Apartment Building in Lakeview,"August 24, 2011",By GlobeSt.com,"CHICAGO-Newcastle Ltd., an investment firm based in Chicago, has recently bought an apartment building in the Lakeview neighborhood for $4.1 million. The firm has plans to renovate the entire 29-unit property.","CHICAGO-Newcastle Ltd., an investment firm based in Chicago, has recently bought an apartment building in the Lakeview neighborhood for $4.1 million. The firm has plans to renovate the entire 29-unit property.",,
Article,Newcastle buys Lakeview apartment building,"June 17, 2011",By ChicagoRealEstateDaily.com Powered by Crain's Chicago Business,"Local real estate investment firm Newcastle Ltd. paid $10.5 million for a 13-story apartment building in Lakeview. The seller was a venture of PNC Bank N.A., which filed a notice in April 2010 that it would sue to foreclose on the building. The previous owner of the 98-unit building was a trust affiliated with Lake Forest-based SLS Management Inc., property records show. “Our all-cash offer provided a certainty of execution and a quick close — important considerations for lenders forced to foreclose on properties,” Michael Haney, president and CEO of Chicago-based Newcastle, says in a news release. An executive with Pittsburgh-based PNC declines to comment. Bill Baumann of Chicago-based Kiser Group represented both sides in the transaction.","Local real estate investment firm Newcastle Ltd. paid $10.5 million for a 13-story apartment building in Lakeview. The seller was a venture of PNC Bank N.A., which filed a notice in April 2010 that it would sue to foreclose on the building. The previous owner of the 98-unit building was a trust affiliated with Lake Forest-based SLS Management Inc., property records show. “Our all-cash offer provided a certainty of execution and a quick close — important considerations for lenders forced to foreclose on properties,” Michael Haney, president and CEO of Chicago-based Newcastle, says in a news release. An executive with Pittsburgh-based PNC declines to comment. Bill Baumann of Chicago-based Kiser Group represented both sides in the transaction.",,
Article,WBEZ's Kate Springer talks to Mike Haney for the Morning Drive segment,"August 15, 2011","By Kate Springer, WBEZ Chicago","The morning's topic: ""Hostels, that low-cost lodging for travelers."" To hear what Mike tells Kate about the firm's own Chicago Getaway Hostel in Lincoln Park,","The morning's topic: ""Hostels, that low-cost lodging for travelers."" To hear what Mike tells Kate about the firm's own Chicago Getaway Hostel in Lincoln Park,",click here.,https://www.newcastlelimited.com/mp3/WBEZ-CGH.mp3
Article,The Deal Sheet: Newcastle Limited has acquired two investment properties.,"July 19, 2011","By Maureen Wilkey, Real Estate Bisnow","Newcastle Limited has acquired two investment properties, 525 W Stratford and 1200 W Granville, in an all cash deal for $9.1M. Newcastle purchased the properties on behalf of its $500M Chicago real estate investment platform. Apartment Investment Advisers' Jack Cassin and Bill Cassin represented the seller. 525 W Stratford is a 59-unit apartment building, featuring a mix of studio, one- and two-bedroom units, and parking. 1200 W Granville is a mixed-use property with of 6,750 SF of retail space and 32 studio apartments.","Newcastle Limited has acquired two investment properties, 525 W Stratford and 1200 W Granville, in an all cash deal for $9.1M. Newcastle purchased the properties on behalf of its $500M Chicago real estate investment platform. Apartment Investment Advisers' Jack Cassin and Bill Cassin represented the seller. 525 W Stratford is a 59-unit apartment building, featuring a mix of studio, one- and two-bedroom units, and parking. 1200 W Granville is a mixed-use property with of 6,750 SF of retail space and 32 studio apartments.",,
Article,Deal-Wrap: Newcastle Limited has acquired two investment properties,"July 18, 2011","By Robert Carr, GlobeSt.com","CHICAGO-Newcastle Limited has acquired two investment properties, 525 West Stratford and 1200 West Granville, in an all cash deal for $9.1 million. Newcastle purchased the properties on behalf of its $500 million Chicago real estate investment platform. Jack Cassin and Bill Cassin with Apartment Investment Advisers represented the seller in the transaction. 525 W. Stratford is a 59-unit apartment building, featuring a mix of studio, one- and two-bedroom units, and parking. The property is in Chicago’s Lakeview neighborhood, one block west of North Sheridan Road, with proximity to public transportation and the lakefront. 1200 W. Granville is a mixed-use property consisting of 6,750-square-feet of retail space and 32 studio apartments. The property is in Chicago’s Edgewater neighborhood at the corner of Broadway and Granville, a few blocks from Loyola University, the CTA’s Granville train station and the lakefront. Newcastle plans to upgrade units, common areas, and curb appeal at both properties.","CHICAGO-Newcastle Limited has acquired two investment properties, 525 West Stratford and 1200 West Granville, in an all cash deal for $9.1 million. Newcastle purchased the properties on behalf of its $500 million Chicago real estate investment platform. Jack Cassin and Bill Cassin with Apartment Investment Advisers represented the seller in the transaction. 525 W. Stratford is a 59-unit apartment building, featuring a mix of studio, one- and two-bedroom units, and parking. The property is in Chicago’s Lakeview neighborhood, one block west of North Sheridan Road, with proximity to public transportation and the lakefront. 1200 W. Granville is a mixed-use property consisting of 6,750-square-feet of retail space and 32 studio apartments. The property is in Chicago’s Edgewater neighborhood at the corner of Broadway and Granville, a few blocks from Loyola University, the CTA’s Granville train station and the lakefront. Newcastle plans to upgrade units, common areas, and curb appeal at both properties.",,
Article,Today's Deal: Newcastle Limited grabs two Chicago properties,"July 14, 2011",By MHNoline,Chicago—Newcastle Limited has acquired two properties in Chicago in an all-cash deal totaling $9.1 million. The communities were purchased through the group’s $500 million Chicago real estate investment platform.,Chicago—Newcastle Limited has acquired two properties in Chicago in an all-cash deal totaling $9.1 million. The communities were purchased through the group’s $500 million Chicago real estate investment platform.,,
Article,Newcastle buys 2 North Side apartments,"July 11, 2011",By ChicagoRealEstateDaily.com Powered by Crain's Chicago Business,"Chicago investment firm Newcastle Ltd. paid $9.1 million for two North Side properties: an apartment building at 525 W. Stratford Plaza in Lakeview and an apartment-retail complex at 1200 W. Granville Ave. in Edgewater. The seller was a venture of Chicago-based Sheon Realty Co., confirms Sheon executive Gayle Kennedy, who says they're winding down the business. The 525 W. Stratford building has 59 units with a mix of studio, one- and two-bedroom apartments, while 1200 W. Granville has 6,750 square feet of retail space and 32 studio apartments, according to Newcastle. Newcastle CEO Michael Haney says in a statement that the company likes the locations and nearby amenities. The deal is the latest in a string of retail and apartment properties for Newcastle, the latest being a $33-million purchase last month at 533 W. Barry Ave. in Lakeview. Jack and Bill Cassin of Apartment Investment Advisors represented Sheon in the deal.","Chicago investment firm Newcastle Ltd. paid $9.1 million for two North Side properties: an apartment building at 525 W. Stratford Plaza in Lakeview and an apartment-retail complex at 1200 W. Granville Ave. in Edgewater. The seller was a venture of Chicago-based Sheon Realty Co., confirms Sheon executive Gayle Kennedy, who says they're winding down the business. The 525 W. Stratford building has 59 units with a mix of studio, one- and two-bedroom apartments, while 1200 W. Granville has 6,750 square feet of retail space and 32 studio apartments, according to Newcastle. Newcastle CEO Michael Haney says in a statement that the company likes the locations and nearby amenities. The deal is the latest in a string of retail and apartment properties for Newcastle, the latest being a $33-million purchase last month at 533 W. Barry Ave. in Lakeview. Jack and Bill Cassin of Apartment Investment Advisors represented Sheon in the deal.",,
